"전철역코드","전철역명","호선","외부코드","전철역_ko","lon","lat","address"
1753,"반월","4","447","반월역&language=ko",126.903684,37.312244,"안산시 건건동 반월역"
1755,"한대앞","4","449","한대앞역&language=ko",126.853656,37.309685,"안산시 이동 한대앞역"
1758,"초지","4","452","초지역&language=ko",126.806151,37.320583,"안산시 초지동 초지역"
1761,"정왕","4","455","정왕역&language=ko",126.742844,37.351816,"시흥시 정왕동 정왕역"
2514,"송정","5","513","송정역&language=ko",126.812116,37.561189,"서울특별시 공항동 송정역"
2519,"까치산","5","518","까치산역&language=ko",126.846507,37.532114,"서울특별시 화곡동 까치산역"
2523,"양평","5","522","양평역&language=ko",127.492149,37.492778,"양평군 양평읍 양평역"
2715,"노원","7","713","노원역&language=ko",127.060551,37.654527,"서울특별시 상계동 노원역"
2716,"중계","7","714","중계역&language=ko",127.063907,37.645494,"서울특별시 중계2.3동 중계역"
2717,"하계","7","715","하계역&language=ko",127.068213,37.63595,"서울특별시 하계동 하계역"
2718,"공릉","7","716","공릉역&language=ko",127.072894,37.625787,"서울특별시 공릉동 공릉역"
2719,"태릉입구","7","717","태릉입구역&language=ko",127.07533,37.618496,"서울특별시 공릉동 태릉입구역"
2721,"중화","7","719","중화역&language=ko",127.079285,37.602572,"서울특별시 중화동 중화역"
2722,"상봉","7","720","상봉역&language=ko",127.085721,37.595619,"서울특별시 상봉동 상봉역"
2723,"면목","7","721","면목역&language=ko",127.087494,37.588745,"서울특별시 면목동 면목역"
2725,"용마산","7","723","용마산역&language=ko",127.086818,37.573793,"서울특별시 면목동 용마산역"
2726,"중곡","7","724","중곡역&language=ko",127.084086,37.565535,"서울특별시 중곡3동 중곡역"
2727,"군자","7","725","군자역&language=ko",127.079489,37.557157,"서울특별시 능동 군자역"
2729,"건대입구","7","727","건대입구역&language=ko",127.069236,37.540389,"서울특별시 화양동 건대입구역"
2730,"뚝섬유원지","7","728","뚝섬유원지역&language=ko",127.066691,37.531537,"서울특별시 자양동 뚝섬유원지역"
2731,"청담","7","729","청담역&language=ko",127.051937,37.51912,"서울특별시 청담동 청담역"
2732,"강남구청","7","730","강남구청역&language=ko",127.041275,37.517172,"서울특별시 삼성2동 강남구청역"
2734,"논현","7","732","논현역&language=ko",127.021728,37.511206,"서울특별시 논현동 논현역"
2735,"반포","7","733","반포역&language=ko",127.011847,37.508213,"서울특별시 잠원동 반포역"
2736,"고속터미널","7","734","고속터미널역&language=ko",127.004996,37.50483,"서울특별시 반포4동 고속터미널역"
2738,"총신대입구(이수)","7","736","총신대입구(이수)역&language=ko",126.982164,37.486651,"서울특별시 사당2동 총신대입구(이수)역"
2739,"남성","7","737","남성역&language=ko",126.970673,37.484876,"서울특별시 사당동 남성역"
2740,"숭실대입구","7","738","숭실대입구역&language=ko",126.953504,37.496374,"서울특별시 상도동 숭실대입구역"
2742,"장승배기","7","740","장승배기역&language=ko",126.939191,37.504905,"서울특별시 상도동 장승배기역"
2743,"신대방삼거리","7","741","신대방삼거리역&language=ko",126.928189,37.499717,"서울특별시 대방동 신대방삼거리역"
2744,"보라매","7","742","보라매역&language=ko",126.920282,37.499929,"서울특별시 신길동 보라매역"
2746,"대림","7","744","대림역&language=ko",126.894906,37.493366,"서울특별시 구로동 대림역"
2747,"남구로","7","745","남구로역&language=ko",126.887272,37.486087,"서울특별시 구로동 남구로역"
2748,"가산디지털단지","7","746","가산디지털단지역&language=ko",126.882637,37.48143,"서울특별시 가리봉동 가산디지털단지역"
2749,"철산","7","747","철산역&language=ko",126.8682506,37.4759465,"광명시 철산동 철산역"
2750,"광명사거리","7","748","광명사거리역&language=ko",126.854385,37.479413,"광명시 광명동 광명사거리역"
2751,"천왕","7","749","천왕역&language=ko",126.838681,37.486686,"서울특별시 오류동 천왕역"
2752,"온수","7","750","온수역&language=ko",126.823399,37.492267,"서울특별시 온수동 온수역"
2754,"부천종합운동장","7","752","부천종합운동장역&language=ko",126.797498,37.505452,"부천시 춘의동 부천종합운동장역"
2755,"춘의","7","753","춘의역&language=ko",126.787079,37.50371,"부천시 춘의동 춘의역"
2757,"부천시청","7","755","부천시청역&language=ko",126.763602,37.504669,"부천시 중동 부천시청역"
2758,"상동","7","756","상동역&language=ko",126.753147,37.505802,"부천시 상동 상동역"
2759,"삼산체육관","7","757","삼산체육관역&language=ko",126.742024,37.506483,"부천시 상3동 삼산체육관역"
2761,"부평구청","7","759","부평구청역&language=ko",126.72059,37.508708,"인천광역시 청천동 부평구청역"
2811,"암사","8","810","암사역&language=ko",127.127519,37.550148,"서울특별시 암사동 암사역"
2813,"강동구청","8","812","강동구청역&language=ko",127.120535,37.53051,"서울특별시 성내동 강동구청역"
2815,"잠실","8","814","잠실역&language=ko",127.1011099,37.5132357,"서울특별시 신천동 잠실역"
2816,"석촌","8","815","석촌역&language=ko",127.106981,37.505438,"서울특별시 송파동 석촌역"
2817,"송파","8","816","송파역&language=ko",127.112201,37.499739,"서울특별시 가락동 송파역"
2819,"문정","8","818","문정역&language=ko",127.122355,37.485935,"서울특별시 문정동 문정역"
2820,"장지","8","819","장지역&language=ko",127.126175,37.478688,"서울특별시 장지동 장지역"
2821,"복정","8","820","복정역&language=ko",127.126743,37.470997,"서울특별시 장지동 복정역"
2822,"산성","8","821","산성역&language=ko",127.063149,37.508861,"서울특별시 대치동 삼성역"
2824,"단대오거리","8","823","단대오거리역&language=ko",127.156709,37.44505,"성남시 신흥동 단대오거리역"
2825,"신흥","8","824","신흥역&language=ko",127.147493,37.440949,"성남시 신흥동 신흥역"
2827,"모란","8","826","모란역&language=ko",127.129064,37.432124,"성남시 성남동 모란역"
3110,"계양","I","I110","계양역&language=ko",126.736367,37.571747,"인천광역시 귤현동 계양역"
3112,"박촌","I","I112","박촌역&language=ko",126.744978,37.553525,"인천광역시 계양1동 박촌역"
3113,"임학","I","I113","임학역&language=ko",126.738653,37.545075,"인천광역시 임학동 임학역"
3116,"작전","I","I116","작전역&language=ko",126.722516,37.530279,"인천광역시 작전동 작전역"
3117,"갈산","I","I117","갈산역&language=ko",126.721545,37.517056,"인천광역시 갈산1동 갈산역"
3118,"부평구청","I","I118","부평구청역&language=ko",126.72059,37.508708,"인천광역시 청천동 부평구청역"
3120,"부평","I","I120","부평역&language=ko",126.723469,37.490473,"인천광역시 부평동 부평역"
3121,"동수","I","I121","동수역&language=ko",126.718389,37.485401,"인천광역시 부평동 동수역"
3123,"간석오거리","I","I123","간석오거리역&language=ko",126.707882,37.466895,"인천광역시 간석동 간석오거리역"
3124,"인천시청","I","I124","인천시청역&language=ko",126.702205,37.457607,"인천광역시 간석동 인천시청역"
3125,"예술회관","I","I125","예술회관역&language=ko",126.701001,37.4493,"인천광역시 구월1동 예술회관역"
3127,"문학경기장","I","I127","문학경기장역&language=ko",126.69833,37.434947,"인천광역시 선학동 문학경기장역"
3128,"선학","I","I128","선학역&language=ko",126.698915,37.426951,"인천광역시 선학동 선학역"
3129,"신연수","I","I129","신연수역&language=ko",126.694009,37.418049,"인천광역시 연수동 신연수역"
3131,"동춘","I","I131","동춘역&language=ko",126.680942,37.404676,"인천광역시 동춘동 동춘역"
3132,"동막","I","I132","동막역&language=ko",126.673592,37.398122,"인천광역시 동춘2동 동막역"
3134,"테크노파크","I","I134","테크노파크역&language=ko",126.656398,37.382294,"인천광역시 송도동 테크노파크역"
3135,"지식정보단지","I","I135","지식정보단지역&language=ko",126.6563545,37.3824125,"대한민국 인천광역시 연수구 송도동 7-51 지식정보단지역"
3136,"인천대입구","I","I136","인천대입구역&language=ko",126.639404,37.386196,"인천광역시 송도동 인천대입구역"
3138,"국제업무지구","I","I138","국제업무지구역&language=ko",126.630105,37.400421,"인천광역시 송도동 국제업무지구역"
4101,"개화","9","901","개화역&language=ko",126.797391,37.578576,"서울특별시 방화2동 개화역"
4103,"공항시장","9","903","공항시장역&language=ko",126.810695,37.563753,"서울특별시 공항동 공항시장역"
4104,"신방화","9","904","신방화역&language=ko",126.817427,37.567475,"서울특별시 방화동 신방화역"
4105,"마곡나루","9","905","마곡나루역&language=ko",NA,NA,NA
4107,"가양","9","907","가양역&language=ko",126.854244,37.561553,"서울특별시 등촌동 가양역"
4108,"증미","9","908","증미역&language=ko",126.860606,37.558129,"서울특별시 가양동 증미역"
4109,"등촌","9","909","등촌역&language=ko",126.865527,37.550682,"서울특별시 목동 등촌역"
4111,"신목동","9","911","신목동역&language=ko",126.883077,37.544267,"서울특별시 목동 신목동역"
4112,"선유도","9","912","선유도역&language=ko",126.89391,37.537855,"서울특별시 양평2동 선유도역"
4113,"당산","9","913","당산역&language=ko",126.90196,37.533875,"서울특별시 당산동6가 당산역"
4115,"여의도","9","915","여의도역&language=ko",126.924271,37.521724,"서울특별시 여의도동 여의도역"
4116,"샛강","9","916","샛강역&language=ko",126.928873,37.516737,"서울특별시 여의도동 샛강역"
4117,"노량진","9","917","노량진역&language=ko",126.94167,37.514072,"서울특별시 노량진동 노량진역"
4118,"노들","9","918","노들역&language=ko",126.953238,37.512895,"서울특별시 노량진1동 노들역"
4119,"흑석","9","919","흑석역&language=ko",126.963391,37.509167,"서울특별시 흑석동 흑석역"
4120,"동작","9","920","동작역&language=ko",126.980368,37.502816,"서울특별시 사당2동 동작역"
4121,"구반포","9","921","구반포역&language=ko",126.987427,37.501431,"서울특별시 반포동 구반포역"
4122,"신반포","9","922","신반포역&language=ko",126.996017,37.503487,"서울특별시 반포동 신반포역"
4123,"고속터미널","9","923","고속터미널역&language=ko",127.004996,37.50483,"서울특별시 반포4동 고속터미널역"
4124,"사평","9","924","사평역&language=ko",127.014759,37.504448,"서울특별시 반포동 사평역"
4125,"신논현","9","925","신논현역&language=ko",127.02538,37.504724,"서울특별시 논현동 신논현역"
4207,"김포공항","A","A05","김포공항역&language=ko",126.802017,37.561786,"서울특별시 방화동 김포공항역"
4209,"검암","A","A07","검암역&language=ko",126.6736077,37.5692314,"대한민국 인천광역시 서구 검암경서동 검암역"
4211,"운서","A","A08","운서역&language=ko",126.493844,37.492764,"인천광역시 운서동 운서역"
4213,"인천국제공항","A","A10","인천국제공항역&language=ko",126.452498,37.447396,"인천광역시 운서동 인천국제공항역"
4307,"강남","S","D7","강남역&language=ko",127.027621,37.497942,"서울특별시 역삼1동 강남역"
4308,"양재","S","D8","양재역&language=ko",127.034796,37.483665,"서울특별시 양재동 양재역"
4309,"양재시민의숲","S","D9","양재시민의숲역&language=ko",127.038334,37.47001,"서울특별시 양재2동 양재시민의숲역"
4311,"판교","S","D11","판교역&language=ko",126.679768,36.155342,"서천군 판교면 판교역"
4312,"정자","S","D12","정자역&language=ko",127.10809,37.366037,"성남시 정자동 정자역"
4502,"강남대","E","Y111","강남대역&language=ko",NA,NA,NA
4503,"지석","E","Y112","지석역&language=ko",NA,NA,NA
4505,"동백","E","Y114","동백역&language=ko",129.147944,35.16147,"부산광역시 우동 동백역"
4506,"초당","E","Y115","초당역&language=ko",NA,NA,NA
4509,"시청·용인대","E","Y117","시청·용인대역&language=ko",NA,NA,NA
4510,"명지대","E","Y118","명지대역&language=ko",NA,NA,NA
4512,"운동장·송담대","E","Y120","운동장·송담대역&language=ko",NA,NA,NA
4513,"고진","E","Y121","고진역&language=ko",NA,NA,NA
4515,"둔전","E","Y125","둔전역&language=ko",126.9931769,39.4427388,"조선민주주의인민공화국 함경 남도 둔전역"
4517,"전대·에버랜드","E","Y126","전대·에버랜드역&language=ko",NA,NA,NA
1845,"왕십리","B","K210","왕십리역&language=ko",127.03726,37.561982,"서울특별시 행당동 왕십리역"
1849,"강남구청","B","K213","강남구청역&language=ko",127.041275,37.517172,"서울특별시 삼성2동 강남구청역"
1852,"태평","B","K224","태평역&language=ko",127.127746,37.439842,"성남시 수진동 태평역"
1855,"서현","B","K228","서현역&language=ko",127.123249,37.384931,"성남시 서현동 서현역"
1858,"미금","B","K231","미금역&language=ko",127.108952,37.350078,"성남시 금곡동 미금역"
1861,"보정","B","K234","보정역&language=ko",127.108219,37.31274,"용인시 보정동 보정역"
1864,"신갈","B","K236","신갈역&language=ko",127.111311,37.286127,"용인시 신갈동 신갈역"
1867,"청명","B","K239","청명역&language=ko",127.078945,37.259485,"수원시 영통동 청명역"
1870,"매탄권선","B","K242","매탄권선역&language=ko",127.040459,37.252951,"수원시 매탄동 매탄권선역"
1878,"달월","SU","K251","달월역&language=ko",116.6635219,-30.2759943,"오스트레일리아 6609 western australia, dalwallinu, 달월리누"
1882,"호구포","SU","K255","호구포역&language=ko",126.708682,37.401622,"인천광역시 논현동 호구포역"
1886,"송도","SU","K259","송도역&language=ko",126.654485,37.429714,"인천광역시 옥련2동 송도역"
2720,"먹골","7","718","먹골역&language=ko",127.077707,37.61078,"서울특별시 묵동 먹골역"
2724,"사가정","7","722","사가정역&language=ko",127.088503,37.580966,"서울특별시 면목동 사가정역"
2728,"어린이대공원","7","726","어린이대공원역&language=ko",127.074593,37.547905,"서울특별시 군자동 어린이대공원역"
2733,"학동","7","731","학동역&language=ko",127.031593,37.514236,"서울특별시 논현동 학동역"
2737,"내방","7","735","내방역&language=ko",126.993598,37.487707,"서울특별시 방배동 내방역"
2741,"상도","7","739","상도역&language=ko",126.947753,37.503072,"서울특별시 상도1동 상도역"
2745,"신풍","7","743","신풍역&language=ko",126.908969,37.50013,"서울특별시 신길동 신풍역"
2753,"까치울","7","751","까치울역&language=ko",126.81095,37.506237,"부천시 춘의동 까치울역"
2756,"신중동","7","754","신중동역&language=ko",126.77596,37.503052,"부천시 중동 신중동역"
2760,"굴포천","7","758","굴포천역&language=ko",126.73143,37.507001,"인천광역시 갈산동 굴포천역"
2814,"몽촌토성","8","813","몽촌토성역&language=ko",127.11274,37.517641,"서울특별시 신천동 몽촌토성역"
2818,"가락시장","8","817","가락시장역&language=ko",127.118742,37.492467,"서울특별시 가락본동 가락시장역"
2823,"남한산성입구","8","822","남한산성입구역&language=ko",127.159821,37.451541,"성남시 단대동 남한산성입구역"
1277,"야당","K","K328","야당역&language=ko",NA,NA,NA
2527,"여의도","5","526","여의도역&language=ko",126.924271,37.521724,"서울특별시 여의도동 여의도역"
2532,"충정로","5","531","충정로역&language=ko",126.962953,37.56037,"서울특별시 충정로3가 충정로역"
2537,"동대문역사문화공원","5","536","동대문역사문화공원역&language=ko",127.0091532,37.5656369,"대한민국 서울특별시 중구 을지로7가 1 동대문역사문화공원역"
2543,"답십리","5","542","답십리역&language=ko",127.052382,37.567072,"서울특별시 답십리동 답십리역"
2547,"광나루","5","546","광나루역&language=ko",127.103606,37.545332,"서울특별시 광장동 광나루역"
2551,"굽은다리","5","550","굽은다리역&language=ko",127.142906,37.545539,"서울특별시 명일1동 굽은다리역"
2556,"올림픽공원","5","P550","올림픽공원역&language=ko",127.13109,37.516628,"서울특별시 방이동 올림픽공원역"
2561,"마천","5","P555","마천역&language=ko",127.15279,37.49502,"서울특별시 마천동 마천역"
2614,"독바위","6","613","독바위역&language=ko",126.933037,37.618387,"서울특별시 불광동 독바위역"
2619,"디지털미디어시티","6","618","디지털미디어시티역&language=ko",126.900473,37.577506,"서울특별시 증산동 디지털미디어시티역"
2625,"광흥창","6","624","광흥창역&language=ko",126.931855,37.547478,"서울특별시 서강동 광흥창역"
2630,"녹사평","6","629","녹사평역&language=ko",NA,NA,NA
2635,"청구","6","634","청구역&language=ko",127.013875,37.560205,"서울특별시 신당동 청구역"
2640,"안암","6","639","안암역&language=ko",127.029137,37.586296,"서울특별시 안암동 안암역"
2644,"돌곶이","6","643","돌곶이역&language=ko",127.056403,37.610493,"서울특별시 석관동 돌곶이역"
2648,"봉화산","6","647","봉화산역&language=ko",127.0910404,37.6171418,"대한민국 서울특별시 중랑구 신내동 648 봉화산역디아뜨갤러리"
4314,"동천","S","D14","동천역&language=ko",NA,NA,NA
4315,"수지구청","S","D15","수지구청역&language=ko",NA,NA,NA
4316,"성복","S","D16","성복역&language=ko",NA,NA,NA
4317,"상현","S","D17","상현역&language=ko",127.0641355,37.2927642,"대한민국 경기도 수원시 영통구 원천동 동역지하차도"
4318,"광교중앙","S","D18","광교중앙역&language=ko",NA,NA,NA
4319,"광교","S","D19","광교역&language=ko",127.068338,37.28508,"대한민국 경기도 수원시 영통구 하동 418 (주)대원고속"
2826,"수진","8","825","수진역&language=ko",127.140371,37.437245,"성남시 수진동 수진역"
3111,"귤현","I","I111","귤현역&language=ko",126.742573,37.566396,"인천광역시 계양1동 귤현역"
3114,"계산","I","I114","계산역&language=ko",126.728533,37.54326,"인천광역시 계산동 계산역"
3115,"경인교대입구","I","I115","경인교대입구역&language=ko",126.722624,37.538264,"인천광역시 계산동 경인교대입구역"
3119,"부평시장","I","I119","부평시장역&language=ko",126.722261,37.498444,"인천광역시 부평동 부평시장역"
3122,"부평삼거리","I","I122","부평삼거리역&language=ko",126.710462,37.478267,"인천광역시 간석3동 부평삼거리역"
3126,"인천터미널","I","I126","인천터미널역&language=ko",126.699684,37.44184,"인천광역시 관교동 인천터미널역"
3130,"원인재","I","I130","원인재역&language=ko",126.687829,37.41233,"인천광역시 연수2동 원인재역"
3133,"캠퍼스타운","I","I133","캠퍼스타운역&language=ko",126.662071,37.388192,"인천광역시 송도동 캠퍼스타운역"
3137,"센트럴파크","I","I137","센트럴파크역&language=ko",126.63497,37.392807,"인천광역시 송도동 센트럴파크역"
4102,"김포공항","9","902","김포공항역&language=ko",126.802017,37.561786,"서울특별시 방화동 김포공항역"
4106,"양천향교","9","906","양천향교역&language=ko",126.841909,37.568105,"서울특별시 가양1동 양천향교역"
4110,"염창","9","910","염창역&language=ko",126.874839,37.546965,"서울특별시 염창동 염창역"
4114,"국회의사당","9","914","국회의사당역&language=ko",126.917853,37.528128,"서울특별시 여의도동 국회의사당역"
4208,"계양","A","A06","계양역&language=ko",126.736367,37.571747,"인천광역시 귤현동 계양역"
4212,"공항화물청사","A","A09","공항화물청사역&language=ko",126.477492,37.459049,"인천광역시 운서동 공항화물청사역"
4310,"청계산입구","S","D10","청계산입구역&language=ko",127.054726,37.448215,"서울특별시 내곡동 청계산입구역"
4501,"기흥","E","Y110","기흥역&language=ko",127.115944,37.275657,"용인시 구갈동 기흥역"
4504,"어정","E","Y113","어정역&language=ko",NA,NA,NA
4508,"삼가","E","Y116","삼가역&language=ko",NA,NA,NA
4511,"김량장","E","Y119","김량장역&language=ko",NA,NA,NA
4514,"보평","E","Y123","보평역&language=ko",NA,NA,NA
4610,"경기도청북부청사","U","U120","경기도청북부청사역&language=ko",127.071587,37.750765,"의정부시 신곡동 경기도청북부청사역"
4614,"송산","U","U124","송산역&language=ko",127.087205,37.737254,"의정부시 용현동 송산역"
1011,"옥수","K","K114","옥수역&language=ko",127.018698,37.540514,"서울특별시 옥수동 옥수역"
1014,"청량리","K","K117","청량리역&language=ko",127.048958,37.581381,"서울특별시 전농동 청량리역"
1025,"도곡","B","K217","도곡역&language=ko",127.055996,37.491206,"서울특별시 대치동 도곡역"
1030,"수서","B","K221","수서역&language=ko",127.101118,37.487633,"서울특별시 수서동 수서역"
1203,"망우","K","K121","망우역&language=ko",127.092318,37.599288,"서울특별시 상봉동 망우역"
1206,"도농","K","K124","도농역&language=ko",127.161105,37.608756,"남양주시 도농동 도농역"
1209,"도심","K","K127","도심역&language=ko",127.222798,37.579628,"남양주시 와부읍 도심역"
1212,"양수","K","K130","양수역&language=ko",127.328948,37.545998,"양평군 양서면 양수역"
1214,"국수","K","K132","국수역&language=ko",127.399501,37.516196,"양평군 양서면 국수역"
1218,"원덕","K","K136","원덕역&language=ko",127.547468,37.468585,"양평군 양평읍 원덕역"
1251,"서울(경의중앙선)","K","P313","서울(경의중앙선)역&language=ko",126.9779692,37.566535,"대한민국 서울특별시"
1264,"홍대입구","K","K314","홍대입구역&language=ko",126.923774,37.556838,"서울특별시 서교동 홍대입구역"
1267,"수색","K","K317","수색역&language=ko",126.895681,37.580855,"서울특별시 수색동 수색역"
1271,"능곡","K","K321","능곡역&language=ko",126.820845,37.618741,"고양시 토당동 능곡역"
1274,"풍산","K","K325","풍산역&language=ko",126.786355,37.672173,"고양시 풍산동 풍산역"
1278,"운정","K","K329","운정역&language=ko",126.767152,37.725402,"파주시 야당동 운정역"
1282,"월롱","K","K333","월롱역&language=ko",126.792602,37.795549,"파주시 월롱면 월롱역"
1290,"용산","K","K110","용산역&language=ko",126.96347,37.529626,"서울특별시 한강로동 용산역"
1294,"디지털미디어시티","A","A04","디지털미디어시티역&language=ko",126.900473,37.577506,"서울특별시 증산동 디지털미디어시티역"
1311,"신내","G","P122","신내역&language=ko",127.103277,37.612855,"서울특별시 망우동 신내역"
1314,"퇴계원","G","P125","퇴계원역&language=ko",127.143858,37.648316,"남양주시 퇴계원면 퇴계원역"
1317,"평내호평","G","P128","평내호평역&language=ko",127.244452,37.653229,"남양주시 평내동 평내호평역"
1320,"대성리","G","P131","대성리역&language=ko",127.379559,37.684132,"가평군 청평면 대성리역"
1323,"가평","G","P134","가평역&language=ko",127.510693,37.814515,"가평군 가평읍 가평역"
1326,"강촌","G","P137","강촌역&language=ko",127.634054,37.805728,"춘천시 남산면 강촌역"
1329,"춘천","G","P140","춘천역&language=ko",127.716603,37.88439,"춘천시 근화동 춘천역"
